Stride Length (m),Step Frequency (steps/min),Stance Phase Duration (s),Swing Phase Duration (s),Double Support Phase Duration (s),Step Length (m),Cadence Variability (%),Hip Joint Angle (°),Knee Joint Angle (°),Ankle Joint Angle (°),Avg. Vertical GRF (N),Avg. A-P GRF (N),Avg. M-L GRF (N),Avg. COP Excursion (mm),Foot Clearance (mm),Gait Symmetry Index (%),Label
1.156762428,2.03135974,0.557145462,0.389630471,0.220354912,1.1,4.931148871,20.43081766,17.7373796,11.11615219,486.2876241,333.1737075,69.94139321,12.35115389,17.80992141,92.14736614,1
1.089695677,1.951804497,0.602607666,0.385838667,0.195593696,1,5.198387487,20.28947883,16.33820471,13.63034905,532.7354225,311.098084,57.31958863,11.92415257,17.75842784,83.8014438,1
1.132766653,1.898389655,0.580812331,0.410604664,0.196364152,0.9,6.723464099,23.32182296,19.05987058,11.29105456,512.8520163,326.0542529,65.37465777,10.82631149,18.79223961,80.88579609,1
1.068001852,1.685929532,0.611121176,0.40548147,0.193037956,0.9,5.023887697,21.42467963,15.69929474,14.60208544,529.5102988,319.4861092,53.10127369,11.6878968,18.87013781,91.74844294,1
0.962697713,1.914712121,0.608205367,0.364522128,0.197038008,0.9,6.109811333,22.28607936,18.23955044,11.69409293,498.8440116,289.6243432,78.97460661,10.48022934,18.69445171,82.03042092,1
0.5,2.1,0.5,0.5,0.3,0.4,7.6,17.9,15.5,7.2,442.9,290.8,76.6,12.3,14.3,60.2,0
1.044278404,1.929511782,0.614644744,0.380098943,0.1913936,1,6.781793719,18.90514439,20.83963911,11.77563562,560.9989174,311.2659196,66.5001683,11.43148411,19.01404277,92.20693733,1
1.086411374,1.994403658,0.653885541,0.381778264,0.192657944,1,6.524365349,21.00611045,17.93926721,12.71378296,500.2024052,317.6510683,48.88476384,12.06246109,20.5575265,101.2669448,1
0.95143739,1.858165965,0.545793322,0.375727328,0.204568809,0.9,6.136761555,22.24122977,19.67847975,13.38367789,582.001538,319.3291959,54.3329627,9.600797054,18.46478232,85.70364354,1
1.122312225,2.05685929,0.594960345,0.416416374,0.207635241,1,6.144276379,23.74600046,17.32937866,9.576876,543.7295286,292.5293417,48.36505968,11.44181093,18.52486787,79.59640094,1
1.12644015,1.946523217,0.616778887,0.431606266,0.20290913,1.1,6.038644076,23.33611446,15.66036883,12.24849495,521.4505711,281.4390316,64.11858002,10.94611687,19.07180315,83.31884373,1
1.217376535,1.947086325,0.594963434,0.423433067,0.217593286,1.2,7.00405626,22.97018651,19.36384179,10.95028455,532.3674112,304.0518997,71.79536841,10.09947851,20.63122699,87.11632818,1
1.5,2.4,0.6,0.5,0.2,1.3,9.4,13.7,11.1,16,575.4,288.7,83.8,8.2,24.8,72.9,0
1.037109335,1.896203122,0.592551487,0.408277146,0.209850344,0.9,6.182421252,18.80985045,17.98881301,15.48306731,518.3932977,284.7146683,77.65707978,12.19413337,18.81264526,86.70958753,1
1.195568611,1.814113915,0.647812744,0.43662464,0.197457515,1.1,6.111915801,23.07466907,18.30121299,15.84474274,486.8237114,307.9028636,71.41057178,10.96751541,18.04532646,76.25249147,1
1.1552652,2.012161824,0.589915289,0.382136561,0.209208796,1.1,5.554268844,22.34568599,17.51555257,13.61022447,571.2389774,292.8629612,61.70715522,10.4166184,18.52171314,84.94062097,1
0.8,2,0.5,0.4,0.2,0.7,9,21.8,24.7,9.4,415.7,269.8,93.3,9.1,22.9,54.4,0
1.153474024,1.957096782,0.610039243,0.414475571,0.194027945,0.9,5.642555437,20.89115943,15.74333313,11.15760021,526.9327755,286.693639,58.20034512,10.53289272,18.73543045,84.04132393,1
1.225246945,1.787488783,0.644422351,0.390938324,0.196066275,1.1,4.845950487,23.28207757,19.87890197,13.58488484,504.1178569,298.7905382,69.88968836,11.59098106,19.82744352,82.6337715,1
1.102216636,2.077962364,0.556137339,0.416425009,0.192811499,1,6.71570101,23.47539429,19.9148618,10.20793183,530.0784943,315.828299,59.82710074,11.99048976,19.03956523,89.0491335,1
1.224820457,2.010242085,0.6178337,0.383519163,0.195965337,1,4.837841009,22.09577107,16.59570407,10.82140752,506.4957142,298.1460483,76.1740068,10.40708811,20.14351608,87.8904638,1
1.136822274,1.906822292,0.610767402,0.424267946,0.191262002,1.1,7.200899516,24.0932144,18.34643535,12.75757588,511.9981957,289.037523,66.16505589,10.07098289,17.27270837,81.40585441,1
1.076111396,1.658064701,0.591189424,0.407274863,0.200082461,0.9,7.34101602,22.29954288,18.84988902,15.15461313,570.9833154,301.8229837,53.85234423,11.66416692,19.18311467,93.54446709,1
1.098314463,1.951060015,0.534270411,0.40908038,0.202644793,1,6.877169256,22.33335032,19.91792204,14.19720225,527.1516129,318.9970032,68.82201427,10.96191039,17.07557997,86.9385624,1
1.170449569,2.055196743,0.620162706,0.37191767,0.200841582,1.2,6.517635051,23.16080537,16.95840793,12.68901041,578.3788304,316.5217358,67.43533237,12.63740511,17.79972445,72.87221641,1
1.219837079,1.721146779,0.615272076,0.416367209,0.176908501,1.1,5.261967,24.5569196,16.18466313,12.7132155,540.8030553,342.5726809,64.64075956,9.971982018,18.92944175,85.9221319,1
1.050663338,1.688949146,0.645587863,0.410130314,0.1955861,0.9,6.299518209,22.12978098,16.57008724,15.42302948,509.6920161,302.1911836,67.5436659,10.86797347,19.35921992,92.48541892,1
1.019811106,1.769161503,0.619415092,0.379559192,0.197742682,0.9,7.100711088,24.38627528,20.04866582,16.05181,542.9569664,308.5053442,78.58994556,11.00268948,21.36637472,97.67085863,1
1.4,1.6,0.6,0.4,0.3,1.2,7.3,13,26.1,17.5,559,347.5,31,12.1,20.5,92,0
0.9,2,0.6,0.4,0.2,0.9,7.9,19,14.6,6.2,540.6,304.8,71.3,13,12.3,99.1,0
1.110311267,1.869810858,0.556536897,0.397621792,0.21029743,0.9,6.487726502,24.97189628,17.38700576,12.49228464,513.9988433,313.2883026,63.24020015,11.49941267,21.39256496,88.27900596,1
1.211358828,1.959463059,0.691464432,0.387234847,0.196079866,1,5.350836405,23.91704365,18.41793675,11.38641164,495.2149678,320.3787126,79.13653949,10.74976568,18.09175734,85.22586929,1
1.092161903,1.947152071,0.626214504,0.397035111,0.218439512,1,5.6829164,23.18943673,17.04235458,12.60099132,511.2274182,268.1095957,85.27116973,10.93448312,19.2392928,87.97038887,1
1.4,1.7,0.5,0.4,0.2,1.3,7.6,10.1,21.3,5.9,426.4,295.7,45.1,8.8,21.5,79.7,0
1.020857548,2.15687037,0.605669033,0.405332107,0.20105405,1,4.970168086,19.6594017,19.49085923,10.32180702,555.4560706,298.0701049,54.6717036,11.24215883,20.25655146,89.55918594,1
1.174376222,1.730599586,0.636731572,0.39127237,0.195829428,1.1,6.15632232,25.58295745,16.09329032,9.732680006,471.6755188,292.8923326,64.01605806,11.06379001,21.36084704,88.48554655,1
1.160298326,1.974643887,0.621109517,0.403746255,0.199059522,1.1,6.723216247,24.69264974,18.85814768,12.13258872,539.2455823,331.6748791,70.71536795,11.66965504,19.2704099,86.2538027,1
1.1,2.3,0.6,0.5,0.1,1.1,7,11.5,14.2,6.8,513.2,295.2,90.5,10.5,13.8,92.4,0
1.115501401,1.826171441,0.58225602,0.426851478,0.215918316,1,6.60310353,19.50419214,17.28779579,12.7351234,553.5674049,316.0454179,64.73658936,10.86135285,17.67646886,88.6457943,1
0.940171106,2.07700839,0.647878063,0.421731641,0.209823488,0.9,5.677526546,23.83941231,18.96472124,11.31916271,543.9580367,360.816367,72.72198426,10.85232733,18.11078912,85.67196378,1
1.068674137,2.00929166,0.58491203,0.431707477,0.215368394,1,6.285789216,21.10828803,14.92673716,13.42911436,528.7257662,331.1662534,57.1538152,10.77843915,19.59586552,85.37718226,1
1.050325559,1.88486522,0.585612699,0.390367789,0.200924632,1,6.323973348,19.94805129,19.18570396,11.42736896,522.9768897,296.3658132,68.82302078,10.75772055,17.47631826,79.6432717,1
1.085891131,1.979380541,0.59541491,0.405547375,0.201534609,1,6.359090053,20.45016168,15.0915735,13.35663095,516.3003476,342.9370256,50.78665661,9.590295059,18.03095058,84.7024354,1
1.5,2,0.6,0.5,0.1,1.4,3.1,21.9,28.5,13.9,411.6,308.6,40,10,19.6,72.4,0
1.037623925,2.145725702,0.554593695,0.403362437,0.188563087,1,5.48436881,21.90980398,18.97543751,12.22551576,522.25556,287.631584,52.93960561,11.27014021,17.82611672,85.31116071,1
1.173160298,1.977712182,0.604755447,0.39126418,0.206945981,1,6.225068038,21.97857949,20.15006347,11.2997315,538.3728022,306.4273379,62.38080872,10.66906681,17.30127569,83.52106444,1
0.7,2.1,0.6,0.4,0.1,0.6,5.5,20.5,23.1,6.6,577.2,302.6,40.5,7.8,10.6,74.1,0
1.090605692,2.011406345,0.581932678,0.372610666,0.204568437,1,5.570832325,22.90688345,14.17787283,12.54385831,558.5567509,306.8042979,67.1566355,11.91736377,20.04700703,84.50580136,1
1.018829182,1.728364459,0.589228408,0.373660787,0.200221593,0.8,5.359598908,20.05500337,17.32538722,15.03273288,513.1276128,291.7948101,56.1771844,9.171822664,17.96343573,89.0686884,1
1.006454335,1.648900923,0.639456933,0.401480288,0.20757134,0.9,6.24242079,23.99871268,16.04924067,13.64885207,498.1321852,312.9439912,77.06797537,9.766956389,17.97421537,89.90104679,1
1.3,2.4,0.6,0.4,0.1,1.2,8,10.6,17.3,6.3,470.4,289.4,88.5,7.2,10.2,76.2,0
1.110320067,1.82990834,0.632068033,0.408693212,0.198558203,1,5.521029107,21.83726828,17.86106781,13.97269672,524.7149685,286.1866522,64.78533614,9.856466692,18.26879408,96.73577987,1
0.7,2.4,0.6,0.5,0.2,0.6,3.5,18.8,29.7,16.6,493.7,300.5,69.9,11.5,20.9,52.8,0
0.957779089,2.050592251,0.675012145,0.419820865,0.196031702,0.8,5.426128764,23.88961821,17.31914814,10.142705,512.4991537,327.8027361,80.85132076,10.57708366,19.79785555,84.88906918,1
1.003023637,1.895379364,0.636418096,0.420134455,0.19092302,0.9,6.911369237,23.55761033,16.93905735,9.719436719,526.3256089,282.1378607,68.20917328,11.04090976,18.30063493,83.13967795,1
1.2,1.8,0.6,0.4,0.1,1.1,3.7,24.5,15.7,19.8,572.2,316.2,63.3,13,17.1,51.3,0
1.157807439,2.064979672,0.577509081,0.393744944,0.201282218,0.9,7.356895556,25.79313652,16.19688617,13.38046909,540.7146672,289.9761591,84.65593456,10.05626678,19.53103804,84.4235619,1
1.256841741,1.847441077,0.587046263,0.376258852,0.19871059,1.2,6.683194795,20.6305681,14.58556565,13.34789059,484.1670788,309.5736506,63.73986829,11.81315957,18.51871901,93.37199602,1
1.07433981,2.025281353,0.581723416,0.382860419,0.2225315,0.9,5.832878723,20.50531167,17.87047663,12.13603169,516.0066912,285.1855729,56.60090469,12.15539586,19.7745502,93.30389042,1
1.204728754,1.956064601,0.59234601,0.396313146,0.176148407,1.2,7.059338964,25.46663705,14.6004811,15.12133777,509.9642027,346.9598736,71.34299747,11.99489056,18.81132184,88.81425822,1
0.6,2.3,0.5,0.5,0.1,0.6,3.8,20.5,20.9,13,538.9,264.8,98.7,12.2,21.8,99.2,0
1.174724863,1.858962767,0.568537455,0.383477477,0.192515993,1,6.087692142,22.83630684,18.81286859,13.28513685,506.9367364,294.222071,55.71112401,10.84991386,16.7174282,87.6086664,1
1.190144472,1.931180323,0.561538545,0.3960774,0.198868062,1.1,5.957974332,20.90761832,19.87537971,13.39485791,593.6166355,292.7852953,57.81719659,10.79833496,18.33842626,86.5936535,1
1.078180439,2.173665078,0.638186752,0.398719225,0.216329361,0.9,6.768290066,24.33066652,17.84411737,12.56518005,534.9030538,316.800422,72.80842406,11.9659554,19.31046894,86.64993492,1
1.062138995,1.9757777,0.600869763,0.398196006,0.192622195,1,5.975500379,19.91487088,17.52121498,12.50856275,523.2794623,303.9761582,59.52575534,11.270624,18.93824711,77.23741244,1
1.082220203,2.041014675,0.621948773,0.395953881,0.210217153,1,5.334598208,19.84140204,15.8829138,10.31005116,526.8243339,323.614743,70.20021966,11.92006377,18.89129308,87.04163252,1
1.129895786,1.89040195,0.610455994,0.40909886,0.201957844,1,6.719156648,20.57750257,18.77188837,10.84529557,538.9707255,307.7292534,63.31078282,10.75411451,19.84627373,87.07996819,1
1.4,1.8,0.6,0.4,0.3,1.2,6.4,22.9,26.7,16.6,414.1,310.3,39.2,10.2,17.2,76.7,0
1.058231933,2.200850433,0.592087154,0.40949778,0.199811334,1,7.261146656,21.11604538,18.44093412,14.31751179,494.2655677,304.6593844,48.15075292,12.29130229,17.77142527,89.09080564,1
1.4,2.4,0.5,0.4,0.2,1.2,5,12.6,14.8,6.4,479.6,250.5,51.7,5.3,14.9,89.4,0
1.068720451,1.717978697,0.587027817,0.43141257,0.184661043,1,5.31685985,23.62749619,18.90045672,11.54523891,522.1442767,319.0693948,71.85629919,11.089002,19.11723501,94.93552052,1
1.17213365,1.872856338,0.608016781,0.363039926,0.20045151,1.1,5.431804009,25.87393076,14.87178207,12.77971777,513.0078983,306.5874181,69.78015937,12.46844297,18.86500321,84.55671853,1
1.123656927,2.072408825,0.558406492,0.399564641,0.199745188,1.1,7.078476853,24.65117933,17.48465602,9.816792511,488.8197169,297.4391939,62.09468242,10.37797436,20.47315182,83.07103569,1
0.947491862,2.178356295,0.670468222,0.386316164,0.171602946,0.8,5.888129524,22.0150076,19.19489464,13.82208393,502.3760424,293.6748193,78.15344369,11.69386497,21.90861968,84.55396922,1
1.024230365,1.883061514,0.623449555,0.423968538,0.182571004,0.9,7.003153393,23.84927217,18.40796627,13.86721978,515.1572258,284.8709295,62.83341425,12.06770204,18.73593789,94.79793414,1
1.218160648,1.685768214,0.596883378,0.387316377,0.199843434,1.1,7.045335178,23.24148822,18.52565107,12.86647541,498.9075306,311.4741137,80.67836557,9.894837,18.29316074,93.08251263,1
1.081568272,1.908516774,0.674504807,0.411600185,0.189780022,0.9,5.403193487,18.97004913,15.90809763,14.24675974,517.045769,293.5659051,80.6462665,12.05430328,21.99859522,93.08833127,1
1.264281702,2.018879015,0.634497394,0.39409485,0.184191487,1.1,4.835710694,21.74582492,19.49383958,11.43180567,550.3468021,304.7233613,60.44973581,10.19397194,18.69763229,88.08285901,1
1.209755343,1.792074278,0.589254154,0.384067759,0.207429749,1,5.203217038,24.11073796,16.99688146,13.69846922,512.1128984,324.6917208,50.01789005,11.23721679,19.70769851,85.23733518,1
1.242181925,1.822542435,0.595052913,0.406933115,0.199477735,1.1,5.434351664,21.54472485,18.9296669,13.25090787,558.3173879,306.6007903,53.21747624,13.42923932,19.03861268,86.18031489,1
1.133904922,1.952638655,0.606483476,0.414352345,0.195369395,1,6.762670821,20.62401863,16.08024341,12.72615657,498.9964619,333.8867066,56.22178941,11.68962994,20.45154437,93.69668457,1
1.26341718,1.895717632,0.587515686,0.409719319,0.20646634,1.1,6.130102686,22.44235318,17.62290265,13.48592115,513.7222431,329.4097976,58.94043618,10.47988157,18.86468026,82.82400317,1
1.1195622,2.063528128,0.630092837,0.414646586,0.206176701,0.9,5.57063467,21.86551897,15.44482293,11.05714678,545.7258781,320.9887904,60.2768732,11.25895441,18.85699268,92.72440815,1
1.273523638,1.910033466,0.580845987,0.40236039,0.176134232,1.2,4.975964004,21.13266267,15.83167201,13.60769156,558.5184518,344.20006,67.68459222,12.39737172,19.36810459,88.80297694,1
1.080055197,2.203613682,0.617638537,0.372116877,0.209231641,1,6.92848108,21.73674729,18.70061268,12.62531741,486.7301819,332.0107595,71.47062677,11.50509881,19.34172231,85.48384294,1
1.14547144,1.817256273,0.586098088,0.366422487,0.199001783,1,6.84768622,21.49982916,18.81557858,13.94390976,534.2186574,290.5228072,74.02375266,10.09053199,18.43714603,79.80801445,1
1.027804331,1.792572945,0.586862073,0.363903663,0.210813698,0.9,6.288540303,21.55155575,17.32841598,13.72244277,567.4695577,335.5891862,70.56902453,9.882529822,20.66553574,82.77065797,1
1.009310294,1.943447645,0.56059557,0.340523588,0.194154961,1,7.429213288,26.11931822,19.70617715,12.0761388,455.4791016,348.5300197,59.57386417,10.65401749,20.33993999,84.92083449,1
1.14458939,1.939198001,0.619225556,0.390141756,0.194201509,1,6.839643731,23.61159463,20.36991303,13.15566638,522.5550662,296.5670729,59.70013062,10.38897109,18.52804283,87.18186789,1
1.114028339,2.031931805,0.619844556,0.402091102,0.199084719,1,6.071589946,24.64928233,17.11348868,14.2476228,527.6259098,327.0543024,58.76567795,10.99734417,18.59314053,86.88296944,1
0.937348691,1.805191146,0.626830865,0.414416277,0.199875033,0.8,6.376533079,21.57998785,17.82245232,14.31539465,515.3723609,320.2862248,52.45424845,11.16465593,19.87444134,89.69655759,1
1.247728856,1.881809778,0.60537448,0.407718307,0.194603782,1.1,6.550053672,23.90852529,20.67911888,12.04866113,552.4674107,333.6166389,76.44424252,10.81191779,18.64447117,95.89012442,1
1.210638656,1.760960898,0.614097412,0.339299194,0.186907469,1.1,6.059653626,21.59744643,17.14534399,15.17497981,520.6822445,326.0022518,61.34929383,10.52658361,18.81303011,83.94297145,1
1.16200482,2.057980931,0.614985608,0.39275644,0.191277304,1.1,5.958899317,22.32804216,15.10152175,10.15519003,496.6724813,294.8398557,79.91779832,10.9232417,18.45713109,90.88364415,1
1.202480791,1.943072307,0.624484071,0.38433236,0.214411302,1.1,5.353562031,20.46253654,19.21186561,10.78744209,563.9094172,307.9087004,76.63149738,10.71529416,18.76612431,87.13554353,1
1.065929072,1.949189497,0.592404472,0.435265698,0.21612995,1,5.084726352,20.7059837,14.91605417,10.4032575,521.4443542,339.9110315,70.20842188,11.40292319,20.0245266,86.33298885,1
1.098979687,1.794256067,0.613560107,0.407530786,0.216034094,1.1,5.514099708,21.44330628,18.47783571,14.22303132,601.5703326,307.7215394,73.97794929,11.24398135,18.8269133,91.31345836,1
1.10446671,1.906629274,0.573474649,0.360928584,0.202028701,1,5.144685848,21.99141541,21.0867833,13.75195252,508.2954608,330.7343721,63.84500178,11.00228272,18.79793766,92.79067794,1
0.974841417,1.824142351,0.633164606,0.394499563,0.203381665,0.9,5.118731143,22.09025283,14.94615968,11.11817895,510.9716668,328.2057495,79.56919896,9.818218023,18.53160458,91.40509465,1
1.221160791,1.826944825,0.600519991,0.390812932,0.171373085,1.2,6.002566926,22.5654835,19.38594472,15.26338206,503.7064677,306.7039284,79.59410041,10.85432464,18.54538392,83.66539186,1
1.2,1.8,0.5,0.4,0.1,1.1,8.4,11.7,28.5,12.7,454.2,348.2,40.6,7,22.5,87.2,0
1.048292209,1.891926412,0.575583275,0.408824499,0.20863158,0.9,6.146951223,21.84080636,18.44329616,12.88156838,508.6680871,307.3146527,63.45779606,12.43624104,19.44519534,86.6305635,1
1.127646249,1.863225394,0.651595324,0.422048487,0.202548661,1.1,5.923407392,23.50180719,14.64755729,14.54396251,515.5234864,305.9013175,64.88497415,10.83123034,20.27179009,87.44521708,1
0.8,1.8,0.6,0.4,0.3,0.8,9.4,28,16.5,14.2,444.4,279.2,32.6,11.6,22.8,75.9,0
1.285054849,1.94794097,0.582009221,0.415884235,0.191493727,1.2,5.392218353,22.6330084,17.54686057,11.44922761,586.4914596,292.4151444,68.90444743,12.55570651,18.47468336,92.73173899,1
0.6,1.9,0.6,0.4,0.1,0.6,7.6,23.5,15.7,17.6,510.4,287.1,64.4,7.7,17.9,65.4,0
1.155343424,1.852616268,0.57999649,0.409407029,0.191586585,1,5.922010373,21.59060221,16.98144114,15.9784012,530.557481,302.1783359,72.02560486,11.21630475,18.86657828,97.13846361,1
1.087022606,1.790288178,0.608150375,0.387740431,0.211585515,1,6.041564912,26.19643045,16.30337669,13.66189129,553.2689744,335.5344564,65.07446089,11.12699421,17.11241236,84.58025064,1
1.14212846,1.965096572,0.639534979,0.391078378,0.199195508,1.1,4.916806529,23.48340786,17.91760423,11.95573231,559.4770431,306.9713567,52.68914515,11.91260809,19.58424388,88.88901758,1
1.249738021,2.028186965,0.613857305,0.40284272,0.183018213,1.1,5.84289775,21.42462838,15.40732319,10.78577081,591.0623456,343.4796169,55.94664863,10.75282786,16.99287542,90.90869004,1
1.043092281,1.927599934,0.582634801,0.385802317,0.184482979,0.8,5.145378815,20.55170337,14.66466113,12.76638111,553.8539322,320.2508371,56.14292344,10.50373921,18.86774667,82.22119192,1
1.058681028,2.026951972,0.614792462,0.388226411,0.201159396,1,7.366804584,21.95611743,16.20322596,11.30481086,536.3073974,309.2519454,48.78104865,9.838194419,20.39882348,90.39481629,1
1.121353003,1.86672716,0.56266014,0.372140125,0.177909369,1,5.119749255,19.63585223,15.28749511,11.1486943,539.0210114,323.3416671,68.55504398,11.18579594,20.94039267,84.5009069,1
0.996795973,2.148384222,0.637694718,0.434499212,0.18414265,0.9,5.507153666,22.75973552,20.04193563,12.65470617,506.1387466,321.1950021,61.51289651,10.48746472,19.42748886,88.4424411,1
1.276050767,1.803318396,0.566348764,0.43446678,0.186940312,1.1,5.524499463,23.91786668,15.09077895,10.73750858,598.5875327,313.9926876,54.8675663,9.356464822,18.79723878,84.3201413,1
1.143715268,1.861853274,0.594940346,0.421425824,0.199726789,1,4.701627178,24.86604748,15.73229436,13.4449003,524.5463505,301.8796527,66.75772609,9.25283569,18.19495924,87.54527238,1
1.219398172,1.881190823,0.623521179,0.37461491,0.204627516,1.1,5.826721215,21.82954909,18.73883761,10.68947307,546.7089269,314.4346717,73.8558178,10.89995258,19.86504462,83.97757111,1
1.121217115,1.893216695,0.588409629,0.401405121,0.212342707,1,6.317641512,23.01433551,18.16008685,12.56227183,482.6469435,316.2046323,51.29815176,9.749846734,18.18507063,83.49793478,1
0.982342473,1.871147792,0.614269438,0.390505635,0.19943557,0.9,5.346623653,19.44237925,18.52554886,14.81755767,507.73262,311.5420088,78.66034726,11.12142662,20.5157058,86.48161721,1
1.008122408,1.682930867,0.653013699,0.403487107,0.19540242,0.9,6.04177329,20.72888997,16.49454545,10.3695525,548.3273006,312.6353579,51.19373429,10.82633892,17.25696161,83.47051385,1
1,1.5,0.6,0.4,0.2,0.8,7.8,27.9,13.2,19.3,435.3,257.7,98.7,13.4,20.9,92.2,0
0.8,1.6,0.6,0.4,0.1,0.7,8.8,12.8,19.9,20,465.8,294.3,62.3,13.8,15.1,85,0
1.049195315,1.816552289,0.573327294,0.367007954,0.200487991,0.9,6.534026577,21.39955708,16.97166727,15.56281114,543.8209739,323.1921963,66.80904904,10.74310473,19.08508721,82.71447305,1
1.3,2,0.6,0.4,0.2,1.3,5,13.9,23.7,16.1,538.3,294.7,84.5,9.5,24.9,70.2,0
0.9,2.1,0.5,0.5,0.2,0.7,9.2,14.1,24.8,14.8,535.1,300.9,83.2,9.6,10.3,93.7,0
1.133636637,1.897066199,0.536448502,0.395549643,0.202622692,1,6.083600609,19.65073969,17.2047506,10.1658829,519.6021292,289.7888932,48.95291351,11.35999036,21.44337251,92.59569928,1
1.073373679,1.948245916,0.567147733,0.403883001,0.204137656,1,6.433804881,22.74177763,17.44622131,12.01827458,554.7492897,300.9489491,74.03981409,9.993728277,20.96261242,92.03955966,1
1.214305061,1.755681911,0.566692432,0.389247816,0.229557986,1.1,6.289487796,24.88336484,16.41485877,10.50506601,522.3049187,344.6200763,80.6739587,9.869804194,20.65172342,87.57806733,1
1.086914943,1.733885817,0.604426827,0.387432288,0.207883081,1.1,7.004107341,21.88795073,18.09226726,14.10793864,512.3069214,272.245622,52.73108966,10.74375135,19.01493329,79.92610067,1
1.305319411,1.894514446,0.598594059,0.386045705,0.207793925,1.2,5.980552691,22.09759856,18.28567041,12.4704249,485.684699,321.6006639,62.31904897,10.82547919,18.24002693,89.27092404,1
1.114987953,1.909570274,0.577289177,0.411053161,0.195968373,1,7.47026382,23.94700451,20.37625367,12.58641232,465.4305628,310.3939588,72.56190826,9.901783013,20.53317824,92.19107501,1
1.3,2.2,0.6,0.5,0.1,1.2,4.2,22.3,15.9,19,586.9,342,63.6,8.2,11.4,96.4,0
1.004084456,1.984887541,0.599979514,0.37438359,0.210133852,0.9,5.00409697,20.34064694,15.8688177,14.79822069,500.8400924,311.6651911,75.05006186,11.4284064,16.75622016,82.48928078,1
1.203922741,1.877517374,0.613448401,0.410360461,0.195725932,1,5.385400934,19.75535986,15.54494046,10.27029416,520.2605161,320.5627868,54.24804137,10.67927772,19.09677325,87.16715529,1
0.5,2,0.6,0.5,0.2,0.4,5,13.9,23.6,15.9,555.4,270.6,37.7,13.2,15.2,52,0
0.6,2.3,0.6,0.4,0.2,0.5,9.9,27.9,22.4,15.8,415.6,310.9,96.5,6.2,22,55.9,0
1.164241229,2.106955716,0.591685304,0.428923127,0.171948538,1,5.898806255,21.3856558,17.52794802,11.15044587,553.917645,320.9170258,83.05565516,11.31981264,18.58314277,79.75582389,1
0.983415783,1.939958824,0.616449236,0.380281463,0.18940934,0.9,5.622220123,22.29628927,17.62543701,10.90781166,544.0208629,318.5491991,55.38666488,11.1468495,20.84826504,80.48989065,1
1.2,2.3,0.6,0.5,0.3,1.1,4.4,23,27.7,12.5,549.5,307.5,80.7,8,18.2,75.4,0
1.283596364,1.857595547,0.605497048,0.399102243,0.19529674,1.1,5.462454512,22.63626024,17.92865522,14.36414723,503.8019163,325.3682176,58.85774322,10.903745,20.32621324,91.78673584,1
1.189321386,1.774872041,0.549963885,0.384512516,0.186490377,1.1,5.653668155,19.96801274,18.650338,15.99352272,541.6384031,285.2509335,54.46210026,10.21161606,21.1079278,92.84347872,1
1.2,2,0.5,0.5,0.2,1.1,5.5,18.2,15,8.6,572.9,291.7,41.3,9.5,12,71.8,0
0.9,2.5,0.6,0.5,0.3,0.8,6.5,17,16.5,19.8,554.8,274.7,63.4,14.3,12.7,53.6,0
1.106385314,2.038153473,0.632507184,0.382242313,0.214590342,1,6.346917061,22.52670891,16.96153769,10.27209027,571.827059,312.2600469,58.54743339,9.646282459,19.65832921,84.41697082,1
1.089594613,1.927579622,0.613401783,0.395907319,0.187342201,1.1,5.457010024,24.09497608,16.54187566,12.17537362,538.9673666,289.906005,67.75575073,11.52587285,18.88718602,86.28124076,1
1.055983363,2.016848989,0.612487829,0.385251677,0.181791461,0.9,5.197823664,21.5163592,15.13890237,12.35261085,487.5612769,292.3835023,76.59864147,11.22475108,20.05715375,90.88125097,1
1.118405895,1.744148262,0.581083328,0.390611124,0.204408653,0.9,5.64819573,22.53225347,19.68392589,12.98106074,503.0782547,289.7614572,57.80539989,11.03654915,17.74928214,90.28447262,1
1.146362478,1.726552505,0.613293728,0.384535197,0.21934808,1,4.930770195,23.48158744,18.71044797,14.50674019,519.6629424,304.8845538,82.25657463,11.93871407,18.72585561,89.07814518,1
1.083153241,1.732105284,0.639838476,0.359428146,0.20296318,1,6.514946471,21.07126555,18.12539426,13.63133999,553.2258401,288.88159,58.32737829,10.29639378,18.5418599,86.27036998,1
1.186926175,1.659065487,0.639133624,0.395688174,0.205894641,1.1,5.117742996,27.239092,18.19750649,14.8477587,587.7204263,276.3531151,61.35186606,9.742429686,17.97473904,95.13888618,1
1.100405438,1.829005841,0.568048186,0.434730245,0.197548401,1,6.710350151,20.51348081,16.81413102,9.965286674,535.6263454,315.8744697,70.46925555,10.97607469,18.7337654,87.52128203,1
1.100227025,1.96613271,0.628109098,0.406591066,0.205736086,1,4.826407259,21.63189988,20.35207234,13.50884008,489.601192,303.3539566,64.41632125,10.76106876,18.33235183,84.85000056,1
1.137862396,2.017999854,0.581717748,0.432708672,0.189350232,0.9,5.460790946,25.08173735,19.84010845,13.82828427,472.6789086,285.2112552,61.87001012,10.00055549,19.21114428,87.08677425,1
1.219847396,1.870261447,0.572301813,0.414675566,0.202461557,1.2,6.10349433,20.99766396,19.07835087,13.89326991,486.9712285,300.2254772,81.78058709,10.68054741,18.03790941,92.8468528,1
